0 0.7682212795973757,0.0,0.6401843996644797,0.0,0.0,0.0
1 0.0,0.0,1.0,0.0,0.0,0.0
2 0.24253562503633297,0.0,0.9701425001453319,0.0,0.0,0.0
3 0.0,0.0,0.0,0.0,0.0,0.0
4 0.8427009716003844,0.0,0.4815434123430768,0.2407717061715384,0.0,0.0
5 0.7679695275737068,0.0,0.6399746063114223,0.025598984252456894,0.0,0.0
6 0.7071067811865475,0.0,0.7071067811865475,0.0,0.0,0.0
7 0.6,0.0,0.8,0.0,0.0,0.0
8 0.8944271909999159,0.0,0.4472135954999579,0.0,0.0,0.0
9 0.9486832980505138,0.0,0.3162277660168379,0.0,0.0,0.0
10 0.0,0.0,1.0,0.0,0.0,0.0
11 0.0,0.0,1.0,0.0,0.0,0.0
12 0.0,0.0,1.0,0.0,0.0,0.0
13 0.9899494936611665,0.0,0.1414213562373095,0.0,0.0,0.0
14 0.9899494936611665,0.0,0.1414213562373095,0.0,0.0,0.0
15 0.004761850772973031,0.0,0.9999886623243364,0.0,0.0,0.0
16 0.5773502691896258,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0
17 0.5773502691896258,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0
18 0.08307731019842728,0.0,0.9965431052042827,0.0,0.0,0.0
19 0.0,0.0,1.0,0.0,0.0,0.0
20 0.7071067811865475,0.0,0.7071067811865475,0.0,0.0,0.0
21 0.004761850772973031,0.0,0.9999886623243364,0.0,0.0,0.0
22 0.0,0.0,1.0,0.0,0.0,0.0
23 0.0,0.0,1.0,0.0,0.0,0.0
24 0.0,0.0,1.0,0.0,0.0,0.0
25 0.0,0.0,1.0,0.0,0.0,0.0
26 0.0,0.0,1.0,0.0,0.0,0.0
27 0.0,0.0,1.0,0.0,0.0,0.0
28 0.005017950038481651,0.0,0.9999873768994716,2.573307712041872E-4,0.0,0.0
29 0.004761850772973031,0.0,0.9999886623243364,0.0,0.0,0.0
30 0.0,0.0,1.0,0.0,0.0,0.0
31 0.0,0.0,1.0,0.0,0.0,0.0
32 0.00463315490446432,0.0,0.9999892668802156,0.0,0.0,0.0
33 0.0,0.0,1.0,0.0,0.0,0.0
34 0.0,0.0,1.0,0.0,0.0,0.0
35 0.00463315490446432,0.0,0.9999892668802156,0.0,0.0,0.0
36 0.009264819174650524,0.0,0.9999570806417948,0.0,0.0,0.0
37 0.0,0.0,1.0,0.0,0.0,0.0
38 0.0,0.0,1.0,0.0,0.0,0.0
39 0.0,0.0,1.0,0.0,0.0,0.0
40 0.0,0.0,1.0,0.0,0.0,0.0
41 0.009264819174650524,0.0,0.9999570806417948,0.0,0.0,0.0
42 0.004761850772973031,0.0,0.9999886623243364,0.0,0.0,0.0
43 0.00463315490446432,0.0,0.9999892668802156,0.0,0.0,0.0
44 0.004889917086963187,0.0,0.9999880442839718,0.0,0.0,0.0
45 0.0,0.0,1.0,0.0,0.0,0.0
46 0.00463315490446432,0.0,0.9999892668802156,0.0,0.0,0.0
47 0.0,0.0,1.0,0.0,0.0,0.0
48 0.0,0.0,1.0,0.0,0.0,0.0
49 0.0,0.0,1.0,0.0,0.0,0.0
50 0.00463315490446432,0.0,0.9999892668802156,0.0,0.0,0.0
51 0.0,0.0,1.0,0.0,0.0,0.0
52 0.9453729816262721,0.0,0.3259906833194042,0.0,0.0,0.0
53 0.9333456062030595,0.0,0.3589790793088691,0.0,0.0,0.0
54 0.0,0.0,1.0,0.0,0.0,0.0
55 0.8247288518459779,0.0,0.5655283555515277,0.0,0.0,0.0
56 0.09480909262799546,0.0,0.9954954725939523,0.0,0.0,0.0
57 0.0,0.0,1.0,0.0,0.0,0.0
58 0.0,0.0,1.0,0.0,0.0,0.0
59 0.0,0.0,1.0,0.0,0.0,0.0
60 0.0,0.0,1.0,0.0,0.0,0.0
61 0.0,0.0,1.0,0.0,0.0,0.0
62 0.12403473458920847,0.0,0.9922778767136677,0.0,0.0,0.0
63 0.0,0.0,1.0,0.0,0.0,0.0
64 0.0,0.0,1.0,0.0,0.0,0.0
65 0.0,0.0,1.0,0.0,0.0,0.0
66 0.0,0.0,0.0,0.0,0.0,0.0
67 0.9486832980505138,0.0,0.31622776601683794,0.0,0.0,0.0
68 0.2873478855663454,0.0,0.9578262852211513,0.0,0.0,0.0
69 0.0,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0
70 0.0,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0
71 0.4472135954999579,0.0,0.0,0.8944271909999159,0.0,0.0
72 0.8944271909999159,0.0,0.4472135954999579,0.0,0.0,0.0
73 0.0,0.0,1.0,0.0,0.0,0.0
74 0.0,0.0,0.0,0.0,0.0,0.0
75 0.4472135954999579,0.0,0.0,0.8944271909999159,0.0,0.0
76 0.8703882797784891,0.0,0.34815531191139565,0.34815531191139565,0.0,0.0
77 0.9701425001453319,0.0,0.24253562503633297,0.0,0.0,0.0
78 0.0,0.0,1.0,0.0,0.0,0.0
79 0.8164965809277261,0.0,0.4082482904638631,0.4082482904638631,0.0,0.0
