80 0.0,0.0,1.0,0.0,0.0,0.0
81 0.0,0.0,0.0,0.0,0.0,0.0
82 0.009264819174650524,0.0,0.9999570806417948,0.0,0.0,0.0
83 0.0,0.0,1.0,0.0,0.0,0.0
84 0.0,0.0,1.0,0.0,0.0,0.0
85 0.0,0.0,1.0,0.0,0.0,0.0
86 0.0,0.0,1.0,0.0,0.0,0.0
87 0.0,0.0,1.0,0.0,0.0,0.0
88 0.0,0.0,1.0,0.0,0.0,0.0
89 0.31622776601683794,0.0,0.9486832980505138,0.0,0.0,0.0
90 0.0,0.0,0.0,1.0,0.0,0.0
91 0.00463315490446432,0.0,0.9999892668802156,0.0,0.0,0.0
92 1.0,0.0,0.0,0.0,0.0,0.0
93 0.0,0.0,0.0,0.0,0.0,0.0
94 1.0,0.0,0.0,0.0,0.0,0.0
95 0.7071067811865475,0.0,0.7071067811865475,0.0,0.0,0.0
96 0.8320502943378436,0.0,0.554700196225229,0.0,0.0,0.0
97 0.0,0.0,0.0,0.0,0.0,0.0
98 0.0,0.0,1.0,0.0,0.0,0.0
99 0.0,0.0,1.0,0.0,0.0,0.0
100 0.0,0.0,0.0,0.0,0.0,0.0
101 0.2873478855663454,0.0,0.9578262852211513,0.0,0.0,0.0
102 1.0,0.0,0.0,0.0,0.0,0.0
103 0.0,0.0,0.0,0.0,0.0,0.0
104 0.8320502943378436,0.0,0.554700196225229,0.0,0.0,0.0
105 0.0,0.0,1.0,0.0,0.0,0.0
106 0.8944271909999159,0.0,0.4472135954999579,0.0,0.0,0.0
107 0.0,0.0,1.0,0.0,0.0,0.0
108 0.0,0.0,1.0,0.0,0.0,0.0
109 0.0,0.0,1.0,0.0,0.0,0.0
110 0.0,0.0,1.0,0.0,0.0,0.0
111 0.0,0.0,0.0,0.0,0.0,0.0
112 0.0,0.0,0.0,0.0,0.0,0.0
113 1.0,0.0,0.0,0.0,0.0,0.0
114 0.0,0.0,0.0,0.0,0.0,0.0
115 0.0,0.0,1.0,0.0,0.0,0.0
116 0.0,0.0,0.0,0.0,0.0,0.0
117 0.7071067811865475,0.0,0.7071067811865475,0.0,0.0,0.0
118 0.18079949937056913,0.0,0.0,0.38742749865121956,0.0,0.9039974968528457
119 0.15564739112298562,0.0,0.0,0.389118477807464,0.0,0.9079431148840827
120 0.0,0.0,0.0,0.39391929857916763,0.0,0.9191450300180578
121 0.0,0.0,0.0,0.39391929857916763,0.0,0.9191450300180578
122 0.0,0.0,0.0,0.39391929857916763,0.0,0.9191450300180578
123 0.0,0.0,0.0,0.39391929857916763,0.0,0.9191450300180578
124 0.0,0.0,0.0,0.39391929857916763,0.0,0.9191450300180578
125 0.0,0.0,0.0,0.39391929857916763,0.0,0.9191450300180578
